"State","District","ROWID","Country","State.LGD.Code","District.LGD.Code","Ground.Water.Station.Name","Ground.Water.Station.Latitude","Ground.Water.Station.Longitude","SourceYear","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","YearCode","Year","district_year","sdp","Gini","NO. OF SEATS","Winning_Margin","sdp_numeric","Deaths","Factories","States","No..of.Political.Parties","Politicalparties_seat","sdp_2","sdp_3","Gini_state"
"KERALA","Ernakulam",442540,"India",32,555,"Palluruthy","9.919444444","76.27472222",2018,0,0,45,1.4,280,0.35,0,139,6.3,1.9,13,6.9,NA,0,-0.246140914,0.273760976,14,0,120,113.9344262,0,6.6,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",438201,"India",32,555,"Kumbalangi","9.866666667","76.275",2018,0,0,82,64,660,0.13,0,299,30,8.5,13,38,NA,0,0.221619638,1.067493894,18,0,240,245.0819672,0,7.71,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",442072,"India",32,555,"North parur","10.18333333","76.21666667",2018,0,0,42,16,370,0.19,0,152,14,5.4,1.8,11,NA,0,-0.096168104,0.424397309,27,0,128,124.5901639,0,7.21,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",448057,"India",32,555,"Trikkakara","10.04861111","76.34583333",2018,0,0,26,50,300,0,0,78,3.3,1.5,7.6,30,NA,0,-0.284143856,1.547561748,4.2,0,72,63.93442623,0,6.5,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",442208,"India",32,555,"Oonnukal","10.05416667","76.68333333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",439446,"India",32,555,"Malayattur","10.18333333","76.53333333",2018,0,0,7.2,9.9,106,0,0,27,3.5,2.4,8.1,6.2,NA,0,-0.228053814,0.510961055,6.7,0,28,22.13114754,0,6.69,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",439560,"India",32,555,"Mamallassery","9.916666667","76.51666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",432266,"India",32,566,"Edathrinji","10.54305556","76.27694444",2018,0,0,13,7.1,101,0.03,0,44,1.6,0.49,1.3,4,NA,0,0.064625656,0.29630431,0,0,34,36.06557377,0,7.58,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",443913,"India",32,566,"Puthenchira","10.275","76.25833333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",447501,"India",32,566,"Tekkumkara","10.27444444","76.21194444",2018,0,0,5.6,8.5,69,0,0,22,1.7,0.49,3.8,5.1,NA,0,0.081837134,0.554575621,1.2,0,16,18.03278689,0,6.85,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",448054,"India",32,566,"Trichur","10.51666667","76.21666667",2018,0,0,8,18,109,0.07,0,20,2,1.9,3.8,8.2,NA,0,-0.455165488,0.676515738,6.2,0,28,16.39344262,0,7.01,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",448065,"India",32,566,"Triprayar","10.4125","76.1125",2018,0,0,42,40,380,0,0,122,12,2.4,13,27,NA,0,-0.586353608,1.096306921,33,0,114,100,0,7.63,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",448780,"India",32,566,"Vellanikara","10.53333333","76.275",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",448785,"India",32,566,"Vellikulangara","10.35416667","76.40833333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",448803,"India",32,566,"Velupadam","10.43333333","76.45",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",448805,"India",32,566,"Velur","10.64166667","76.16805556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",449005,"India",32,566,"Wadakkanchery","10.66666667","76.25",2018,0,0,8,16,125,0,0,41,2,2.4,2.9,9.9,NA,0,0.15112226,0.788118723,0,0,30,33.60655738,0,7.56,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",425850,"India",32,566,"Adatt","10.53333333","76.14166667",2018,0,0,7.2,33,189,0.12,0,17,4,1.9,21,20,NA,0,-0.473685826,1.712732665,0,0,26,13.93442623,0,6.14,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",426283,"India",32,566,"Amballur","10.43194444","76.27277778",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",426595,"India",32,566,"Annamanda","10.23833333","76.32722222",2018,0,0,8,45,220,0.07,0,7.3,6.8,1.9,23,25,NA,0,-0.871558932,2.062547983,1,0,28,5.983606557,0,6.09,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",426723,"India",32,566,"Arimpur1","10.54305556","76.27694444",2018,0,0,10,37,220,0.11,0,20,8.9,2.9,23,19,NA,0,-0.819239972,1.360388766,0.01,0,38,16.39344262,0,6.76,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",426871,"India",32,566,"Athani","10.61666667","76.21666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",427016,"India",32,566,"Azhikode","10.19722222","76.17222222",2018,0,0,34,24,260,0,0,115,1.4,2.9,3.1,12,NA,0,-0.099695454,0.530416977,3,0,96,94.26229508,0,7.55,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",427017,"India",32,566,"Azhikode1","10.19722222","76.17222222",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",429981,"India",32,566,"Chalakudi","10.29166667","76.33333333",2018,0,0,4,11,73,0.07,0,9.8,1.9,0.97,7.3,6.1,NA,0,-0.237429596,0.709621388,0,0,14,8.032786885,0,5.75,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",430247,"India",32,566,"Chattikulam","10.34166667","76.39305556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",430288,"India",32,566,"Chavakkad","10.58277778","76.02444444",2018,0,0,22,28,240,0.09,0,63,6.3,1.9,1.5,17,NA,0,-0.442535012,0.933421708,20,0,62,51.63934426,0,6.43,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Thrissur",430377,"India",32,566,"Cherukunnu","10.475","76.45",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Thrissur2018",510787,0.36,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437867,"India",32,555,"Kothamangalam","10.06388889","76.62222222",2018,0,0,18,20,200,0,0,27,5.1,3.9,32,12,NA,0,-1.552608652,0.668312386,14,0,62,22.13114754,0,6.56,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",449001,"India",32,555,"Vytilla","9.966666667","76.31666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",426906,"India",32,555,"Attara","10.24861111","76.41388889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",434585,"India",32,555,"Irumbanam1","9.95","76.35",2018,0,0,42,235,1060,0.47,0,189,16,19,3.2,144,NA,0,-1.119895454,4.629237876,42,0,185,154.9180328,0,7.16,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",448586,"India",32,554,"Valavanad","9.6","76.33333333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447815,"India",32,554,"Thyckal Beach","0","0",2018,0,60,26,341,1640,0.34,0,195,22,34,8.2,250,NA,0,2.20652698,7.597697716,52,0,205,259.8360656,0,8.55,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",443849,"India",32,554,"Purakkad (R1)","9.347222222","76.36666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437745,"India",32,555,"Konnakuzhi-iii","10.29111111","76.42777778",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437942,"India",32,555,"Kottapadi","10.13055556","76.59861111",2018,0,0,6.4,8.5,76,0,0,27,0.48,1.9,2.4,5.1,NA,0,-0.065976654,0.454706608,1.9,0,24,22.13114754,0,6.66,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447705,"India",32,554,"Thevery","9.233333333","76.54166667",2018,0,0,19,28,280,0.05,0,80,5,6.8,1,18,NA,0,-0.391677818,0.901483443,27,0,76,65.57377049,0,7.31,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",425966,"India",32,555,"Aikaranad","10.01527778","76.42777778",2018,0,0,1.6,7.1,40,0,0,7.3,1.3,0.49,0.38,3.1,NA,0,-0.000928482,0.549935302,0.38,0,6,5.983606557,0,5.9,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",434480,"India",32,555,"Illithode","10.20138889","76.52777778",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",442139,"India",32,554,"Oachira","9.145833333","76.51388889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",442067,"India",32,554,"Nooranad","9.175","76.64027778",2018,0,0,0,5.7,33,0,0,4.9,1.1,1.5,2.4,3.7,NA,0,-0.086054788,0.647753911,2.7,0,6,4.016393443,0,6.73,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",442521,"India",32,554,"Pallarimangalam","9.204166667","76.53611111",2018,0,0,23,2.8,157,0.12,0,71,1.3,1.9,0.94,2.6,NA,0,-0.28004033,0.1400004,12,0,66,58.19672131,0,7.98,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",441787,"India",32,554,"Neerkunnam","9.408888889","76.35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",442640,"India",32,554,"Pandalam-1","9.231944444","76.64638889",2018,0,0,3.2064,14.2,83,0,0,19.52,0.32,3.4048,4.1,6.66,NA,0,-0.24,0.617355118,2.02,0,22,16,0,7.12,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",443086,"India",32,554,"Pattanakad","9.733333333","76.29166667",2018,0,0,40,39,610,0.2,0,317,4.7,43,7.6,31,NA,0,-0.670941766,0.810401481,5.4,0,275,259.8360656,0,7.48,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437496,"India",32,555,"Kizhakomby","9.969444444","76.34138889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437765,"India",32,555,"Koothattukulam1","9.866666667","76.575",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437768,"India",32,555,"Koovapady","10.15055556","76.48277778",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",437744,"India",32,555,"Konnakuzhi-ii","10.29166667","76.425",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Ernakulam",436446,"India",32,555,"Karukutty1","10.225","76.38055556",2018,0,0,5.6,11,105,0.02,0,27,1.3,2.9,12,8.9,NA,0,-0.150610018,0.760400669,0.58,0,26,22.13114754,0,6.17,2018,"Calendar Year (Jan - Dec), 2018","Ernakulam2018",510787,0.42,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",448608,"India",32,554,"Vallikunnam","9.133333333","76.55555556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",448836,"India",32,554,"Venmani(thazhagam)","9.266666667","76.60833333",2018,0,0,5.6,21,157,0.06,0,15,3.7,2.4,23,15,NA,0,-0.461815798,1.335690857,7.1,0,24,12.29508197,0,7.43,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447590,"India",32,554,"Thaikattusseri","9.783333333","76.34166667",2018,0,0,46,37,470,0.16,0,201,14,1.5,23,34,NA,0,1.752635044,1.344216713,7.6,0,120,164.7540984,0,7.61,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",430391,"India",32,554,"Chettikulangara","9.249722222","76.51833333",2018,0,0,16,11,131,0.02,0,51,2.1,2.4,0.69,4.9,NA,0,-0.319412082,0.301927986,7.7,0,50,41.80327869,0,7.62,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",435600,"India",32,554,"Kaidavana","9.458333333","76.34166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",430373,"India",32,554,"Cherthalai","9.7","76.35",2018,0,4.8,10,48,260,0.04,0,46,3.5,6.8,1.9,29,NA,0,-0.288228324,1.733399678,12,0,54,45.70491803,0,8.89,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",432389,"India",32,554,"Ezhupunna1","9.8","76.31083333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447618,"India",32,554,"Thamarakulam","9.141666667","76.61388889",2018,0,0,5.6,20,115,0,0,9.8,2.2,1,7.6,10,NA,0,-0.402044444,1.022412474,4.9,0,18,8.032786885,0,7.57,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447592,"India",32,554,"Thakazhi","9.379722222","76.40055556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",444290,"India",32,554,"Ramankari","9.418055556","76.48472222",2018,0,0,22,82,570,0.38,0,152,7.6,23,1.3,39,NA,0,-0.994896962,1.386981033,25,0,150,124.5901639,0,7.51,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447806,"India",32,554,"Thuravur","9.683333333","76.3",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",447637,"India",32,554,"Thaneermukkam","9.678055556","76.39027778",2018,0,0,35,47,400,0.16,0,116,5.2,2.4,9.2,35,NA,0,-0.084472126,1.543551036,30,0,98,95.08196721,0,7.24,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",443848,"India",32,554,"Purakkad","0","0",2018,0,0,24,33,310,0.03,0,104,8.3,4.4,3.9,22,NA,0,0.290942274,1.083239648,18,0,78,85.24590164,0,8.11,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",442140,"India",32,554,"Oachira1 (Krishnapuram)","9.145833333","76.51388889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",442287,"India",32,554,"Pacha(R3)","9.3625","76.45138889",2018,0,0,12,107,770,0.2,0,238,17,26,9.1,88,NA,0,2.329358108,3.270661402,22,0,138,195.0819672,0,8.14,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",443098,"India",32,554,"Pattiyur","9.216666667","76.48333333",2018,0,0,32,114,910,0.3,0,195,32,24,7.4,81,NA,0,-0.747538572,2.635774389,96,0,180,159.8360656,0,7.26,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
"KERALA","Alappuzha",425878,"India",32,554,"Adikattukulangara","9.176666667","76.53",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Alappuzha2018",510787,0.32,20,10.69444444,510787,270567,7320,"Kerala",58,2.9,260903359369,133266044222013408,0.169
