"State","District","ROWID","Country","State.LGD.Code","District.LGD.Code","Ground.Water.Station.Name","Ground.Water.Station.Latitude","Ground.Water.Station.Longitude","SourceYear","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","YearCode","Year","district_year","sdp","Gini","NO. OF SEATS","Winning_Margin","sdp_numeric","Deaths","Factories","States","No..of.Political.Parties","Politicalparties_seat","sdp_2","sdp_3","Gini_state"
"CHHATTISGARH","Korba",442914,"India",22,383,"Pasan","22.84166667","82.2",2018,0,0,56,57,526,0.7,0,232,1.1,12,0,45,NA,NA,0,0,5.7,26,190,0,0,7.03,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",427771,"India",22,383,"Bandhakhar","22.35138889","82.43333333",2018,0,0,12,35,228,0.78,0,73,7.2,9.6,0,21,NA,NA,0,0,NA,12,70,0,0,7.51,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",442058,"India",22,383,"Nonbirra-4","0","0",2018,0,0,28,21,323,0,0,159,25,12,0,12,NA,NA,0,0,0,6,120,0,0,7.15,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",442115,"India",22,383,"Numera","22.35638889","82.42805556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",445261,"India",22,383,"Salihabhata","22.27083333","82.83472222",2018,0,0,16,7,120,NA,0,67,2.1,4.8,0,2.1,NA,NA,0,0,NA,14,60,0,0,7.01,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444478,"India",22,383,"Ramtarai-I","0","0",2018,0,0,80,92,783,0.1,0,317,2.2,34,0,31,NA,NA,0,0,0,23,340,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444810,"India",22,383,"Rewa","22.82138889","82.38694444",2018,0,0,24,106,466,NA,0,73,11.2,7.2,0,69,NA,NA,0,0,24,20,90,0,0,7.01,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444830,"India",22,383,"Rishdi","22.37333333","82.77027778",2018,0,0,68,99,885,0.21,0,232,49,19,0,64,NA,NA,0,0,49,10,250,0,0,7.34,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",442672,"India",22,383,"Pandripani-D","0","0",2018,0,0,72,71,730,0.92,0,256,2.2,29,0,31,NA,NA,0,0,26,26,300,0,0,7.06,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",426944,"India",22,386,"Auranar","22.1525","83.16944444",2018,0,NA,6,7,40,0,0,18,0.2,2.4,0,0.8,NA,0.15,0,0,1.4,5.5,25,0,0,6.9,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",426944,"India",22,386,"Auranar","22.1525","83.16944444",2018,0,NA,6,7,40,0,0,18,0.2,2.4,0,0.8,NA,0.15,0,0,1.4,5.5,25,0,0,6.9,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",426951,"India",22,386,"Aurda","21.80833333","83.39972222",2018,0,NA,50,75,640,0.1,0,232,1.1,24,0,44.8,NA,0.1,0,0,28.5,4,225,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",442057,"India",22,383,"Nonbirra","22.34027778","82.46833333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",443600,"India",22,377,"Pond","0","0",2018,0,0,44,92,541,1.2,0,140,1.4,14.4,0,41.28,NA,0.09,0,0,30.4,27.89473684,170,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",431843,"India",22,383,"Dhourabhata","22.37638889","82.37583333",2018,0,0,92,121,1006,0.2,0,317,0.9,54,0,44,NA,NA,0,0,76,16,455,0,0,7.14,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437795,"India",22,383,"Korba","22.34583333","82.7",2018,0,0,36,14,528,NA,0,220,7.2,26,0,25,NA,NA,0,0,46,13,200,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",426385,"India",22,386,"Amlipur Amlitikra","22.50222222","83.1925",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",426951,"India",22,386,"Aurda","21.80833333","83.39972222",2018,0,NA,50,75,640,0.1,0,232,1.1,24,0,44.8,NA,0.1,0,0,28.5,4,225,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",428896,"India",22,377,"Bhatagoan","20.88194444","81.70194444",2018,0,0,46,124,588,0.1,0,122,1.1,12,0,62.57,NA,0.12,0,0,32.4,7.894736842,165,0,0,7.5,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",448409,"India",22,383,"Urga.1","22.275","82.72777778",2018,0,0,20,14,168,0.72,0,61,0.4,7.2,0,5.4,NA,NA,0,0,10,21,80,0,0,7.13,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437794,"India",22,383,"Korba","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",430010,"India",22,383,"Champa Mode","22.31944444","82.98472222",2018,0,0,28,14,300,NA,0,171,26,9.6,0,7.7,NA,NA,0,0,NA,10,110,0,0,7.28,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444417,"India",22,383,"Rampur","22.36916667","82.73333333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",430470,"India",22,383,"Chhuri","0","0",2018,0,0,20,14,193,0.3,0,85,3.5,7.2,0,37,NA,NA,0,0,0,11,80,0,0,7.02,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",436583,"India",22,383,"Katghora","22.50833333","82.52083333",2018,0,0,20,28,200,0.2,0,61,0.6,7.2,0,11,NA,NA,0,0,6.7,22,80,0,0,6.98,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",431758,"India",22,383,"Dhaurabhata","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",431773,"India",22,383,"Dhegurdih Manzipara","22.35277778","82.84027778",2018,0,0,32,14,352,0.2,0,195,1.5,19,0,14,NA,NA,0,0,5,23,160,0,0,7.29,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428165,"India",22,383,"Barpali","22.19972222","82.77305556",2018,0,0,20,28,310,0.2,0,122,6.2,24,0,6.2,NA,NA,0,0,19,10,150,0,0,7.01,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",430834,"India",22,383,"Churi","22.42555556","82.61861111",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428167,"India",22,383,"Barpali (Junadhi))","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437305,"India",22,383,"Khodri","0","0",2018,0,0,32,11.2,307,0.196514646,0,183,4.4,15.6,0,3,NA,0.006497726,0,0,0.458715596,9.6,145,0,0,7.36,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",441098,"India",22,383,"Nagai","22.66666667","82.38055556",2018,0,0,56,28,317,0.2,0,256,3.5,4.8,0,17,NA,NA,0,0,6,13,160,0,0,7.07,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428166,"India",22,383,"Barpali","22.32777778","83.26666667",2018,0,NA,20,11,467,0.2,0,201,2.5,36,0,2.7,NA,0.11,0,0,16.6,6.1,200,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428313,"India",22,383,"Batati Junction","22.35416667","82.92027778",2018,0,0,12,14,147,NA,0,73,7.6,8.4,0,2.3,NA,NA,0,0,NA,14,65,0,0,7.05,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428754,"India",22,383,"Bhaisma","22.27694444","82.76666667",2018,0,0,12,28,188,NA,0,61,9.5,9.6,0,8.8,NA,NA,0,0,NA,13,70,0,0,6.91,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",429899,"India",22,383,"Chachiya","0","0",2018,0,0,28,64,513,0.2,0,183,49,23,0,25,NA,NA,0,0,NA,14,165,0,0,7.15,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",436843,"India",22,383,"Kerwa","22.37555556","82.87611111",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",443586,"India",22,383,"Polge","0","0",2018,0,0,16,28,196,0,0,73,6.2,12,0,4.1,NA,NA,0,0,0,14,90,0,0,6.82,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",443602,"India",22,383,"Pondi","22.60416667","82.55416667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",443627,"India",22,383,"Ponri","0","0",2018,0,0,92,14,638,0.21,0,281,6.9,12,0,25,NA,NA,0,0,80,25,280,0,0,7.4,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",443869,"India",22,383,"Purena","0","0",2018,0,0,24,14,417,0.52,0,195,0.9,7.2,0,32,NA,NA,0,0,32,28,90,0,0,7.02,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444078,"India",22,383,"Rainpur","0","0",2018,0,0,12,7,150,0,0,61,0.8,7.2,0,11,NA,NA,0,0,23,22,60,0,0,7.12,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444193,"India",22,383,"Rajkamma","22.4475","82.47833333",2018,0,0,36,21,597,0.2,0,256,0.2,29,0,32,NA,NA,0,0,18,20,210,0,0,7.29,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428168,"India",22,383,"Barpali(Junadhi))","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428252,"India",22,383,"Basin","22.42916667","83.04416667",2018,0,0,16,7,100,NA,0,37,0.4,2.4,0,2.7,NA,NA,0,0,9.6,15,50,0,0,6.96,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428253,"India",22,383,"Basin","23.41722222","83.05777778",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437885,"India",22,383,"Kothari Naka","0","0",2018,0,0,60,64,699,0.41,0,207,3.2,12,0,64,NA,NA,0,0,46,12,200,0,0,6.97,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437915,"India",22,383,"Kotmer","0","0",2018,0,0,32,43,550,0,0,220,37,38,0,18,NA,NA,0,0,12,4,240,0,0,7.16,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437916,"India",22,383,"Kotmer Upper","22.28972222","82.92166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",442917,"India",22,383,"Pasarkhet","22.36972222","82.95972222",2018,0,0,12,14,128,NA,0,61,6.6,6,0,3.6,NA,NA,0,0,NA,15,55,0,0,7.02,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",428164,"India",22,383,"Barpali","0","0",2018,0,0,20,11,467,0.2,0,201,2.5,36,0,2.7,NA,0.11,0,0,16.6,6.1,200,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",434237,"India",22,386,"Hirri1","21.625","83.14166667",2018,0,NA,54,39,482,0.1,0,207,0.6,18,0,17.1,NA,0.15,0,0,15.4,8.4,210,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",434237,"India",22,386,"Hirri1","21.625","83.14166667",2018,0,NA,54,39,482,0.1,0,207,0.6,18,0,17.1,NA,0.15,0,0,15.4,8.4,210,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",437056,"India",22,386,"Khanhar","0","0",2018,0,0,42,32,394,0.6,0,177,0.4,4.8,0,30.7,NA,0.14,0,0,4.4,14.1,125,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",437056,"India",22,386,"Khanhar","0","0",2018,0,0,42,32,394,0.6,0,177,0.4,4.8,0,30.7,NA,0.14,0,0,4.4,14.1,125,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",429110,"India",22,377,"Bhoyana","20.65833333","81.59166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",437821,"India",22,377,"Kosmarra","20.85972222","81.59861111",2018,0,0,64,170,728,0.1,0,92,8.8,13.2,0,58.87,NA,0.1,0,0,38,23.05263158,215,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",426770,"India",22,377,"Arsi-kanhar","20.24583333","82.07916667",2018,0,0,80,114,754,1,0,232,1.6,20.4,0,36.5,NA,0.08,0,0,8.3,29.15789474,285,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437306,"India",22,383,"Khodri","22.59722222","82.39611111",2018,0,0,76,64,875,0.2,0,256,0.7,38,0,44,NA,NA,0,0,74,25,350,0,0,7.01,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437643,"India",22,383,"Kolga","22.39694444","82.99138889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",429931,"India",22,383,"Chaitama","22.43333333","82.43333333",2018,0,0,80,14,556,0.5,0,244,4.2,13,0,25,NA,NA,0,0,65,19,255,0,0,7.13,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",441444,"India",22,383,"Naraibodh","22.33472222","82.54138889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",442056,"India",22,383,"Nonbirra","22.27638889","82.86666667",2018,0,0,12,7,146,NA,0,49,0.9,4.8,0,11,NA,0,0,0,13,20,50,0,0,7,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",441271,"India",22,383,"Naktikhar","22.345","82.77388889",2018,0,0,8,7,67,0.76,0,24,0.9,4.8,0,2.3,NA,NA,0,0,11,21,40,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",440740,"India",22,383,"Mudiyanar","22.30805556","82.59472222",2018,0,0,28,14,316,NA,0,159,28,7.2,0,12,NA,NA,0,0,3.8,14,100,0,0,7.28,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",440884,"India",22,383,"Mungadih","0","0",2018,0,0,8,3.5,71,0.46,0,37,13,2.4,0,2.2,NA,NA,0,0,0,20,30,0,0,7.54,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",438078,"India",22,383,"Kudmura","22.32","83.0775",2018,0,0,12,7,98,0.7,0,49,0.8,17,0,1.3,NA,NA,0,0,NA,15,100,0,0,7.03,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",438373,"India",22,383,"Kurtha","22.92833333","82.44583333",2018,0,0,60,60.35,570,0.114942529,0,134.2,35.3,10.8,0,22.2,NA,0.129954516,0,0,38.53211009,11,195,0,0,7.35,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",438548,"India",22,383,"Lakhanpur","22.4575","82.53138889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",438687,"India",22,383,"Lamna","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
